Date,Month,Year,Journal Entry ID,Account,Debit,Credit,Solde,Description,Document Reference,Currency,Supplier/client,Component
2022-08-27,8,2022,,Cash and cash equivalents,1338336.00,,1338336.00,,,,Product A,Client 10
2022-08-27,8,2022,,Cost of goods sold,820385.08,,820385.08,,,,,Product A
2022-08-27,8,2022,,Inventory Finished goods Product A,,820385.08,-820385.08,,,,,Product A
2022-08-27,8,2022,,Sales Revenue,,1162070.00,-1162070.00,,,,Product A,Client 7
2022-08-29,8,2022,,Accounts Payable,884000.00,,884000.00,,,,Component 5, Supplier D 
2022-08-29,8,2022,,Cash and cash equivalents,,884000.00,-884000.00,,,,Component 5, Supplier D 
2022-08-31,8,2022,,Administration,803857.00,,803857.00,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,,227476.12,-227476.12,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,,1034305.00,-1034305.00,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,,804178.00,-804178.00,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,,803857.00,-803857.00,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,1214125.00,,1214125.00,,,,,
2022-08-31,8,2022,,Cash and cash equivalents,,1200455.00,-1200455.00,,,,,
2022-08-31,8,2022,,Facility,804178.00,,804178.00,,,,,
2022-08-31,8,2022,,Financial Cost,1200455.00,,1200455.00,,,,,
2022-08-31,8,2022,,Financial income,,1214125.00,-1214125.00,,,,,
2022-08-31,8,2022,,Personnel,1034305.00,,1034305.00,,,,,
2022-08-31,8,2022,,Wages payables,227476.12,,227476.12,,,,,
2022-09-01,9,2022,,Accounts Payable,2310000.00,,2310000.00,,,,Component 4, Supplier B 
2022-09-01,9,2022,,Accounts Receivable,,1233648.00,-1233648.00,,,,Product A,Client 9
2022-09-01,9,2022,,Cash and cash equivalents,,2310000.00,-2310000.00,,,,Component 4, Supplier B 
2022-09-01,9,2022,,Cash and cash equivalents,1233648.00,,1233648.00,,,,Product A,Client 9
2022-09-01,9,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-09-01,9,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-09-01,9,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-09-01,9,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-09-01,9,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-09-02,9,2022,,Accounts Payable,2210000.00,,2210000.00,,,,Component 3, Supplier A 
2022-09-02,9,2022,,Accounts Payable,880000.00,,880000.00,,,,Component 5, Supplier D 
2022-09-02,9,2022,,Cash and cash equivalents,,2210000.00,-2210000.00,,,,Component 3, Supplier A 
2022-09-02,9,2022,,Cash and cash equivalents,,880000.00,-880000.00,,,,Component 5, Supplier D 
2022-09-05,9,2022,,Accounts Payable,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-09-05,9,2022,,Accounts Receivable,,933504.00,-933504.00,,,,Product A,Client 7
2022-09-05,9,2022,,Cash and cash equivalents,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-09-05,9,2022,,Cash and cash equivalents,933504.00,,933504.00,,,,Product A,Client 7
2022-09-06,9,2022,,Accounts Payable,,840000.00,-840000.00,,,,Component 1, Supplier A 
2022-09-06,9,2022,,Accounts Payable,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-09-06,9,2022,,Accounts Payable,,2200000.00,-2200000.00,,,,Component 3, Supplier A 
2022-09-06,9,2022,,Accounts Payable,,2200000.00,-2200000.00,,,,Component 4, Supplier B 
2022-09-06,9,2022,,Accounts Payable,,720000.00,-720000.00,,,,Component 5, Supplier D 
2022-09-06,9,2022,,Accounts Payable,,1774885.00,-1774885.00,,,,Component 6, Supplier D 
2022-09-06,9,2022,,Accounts Payable,2192505.00,,2192505.00,,,,Component 6, Supplier D 
2022-09-06,9,2022,,Cash and cash equivalents,,2192505.00,-2192505.00,,,,Component 6, Supplier D 
2022-09-06,9,2022,,Raw material inventory,840000.00,,840000.00,,,,Component 1, Supplier A 
2022-09-06,9,2022,,Raw material inventory,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-09-06,9,2022,,Raw material inventory,2200000.00,,2200000.00,,,,Component 3, Supplier A 
2022-09-06,9,2022,,Raw material inventory,2200000.00,,2200000.00,,,,Component 4, Supplier B 
2022-09-06,9,2022,,Raw material inventory,720000.00,,720000.00,,,,Component 5, Supplier D 
2022-09-06,9,2022,,Raw material inventory,1774885.00,,1774885.00,,,,Component 6, Supplier D 
2022-09-08,9,2022,,Accounts Receivable,,1641031.00,-1641031.00,,,,Product A,Client 9
2022-09-08,9,2022,,Cash and cash equivalents,1641031.00,,1641031.00,,,,Product A,Client 9
2022-09-09,9,2022,,Accounts Receivable,,522000.00,-522000.00,,,,Product B,Client 8
2022-09-09,9,2022,,Cash and cash equivalents,522000.00,,522000.00,,,,Product B,Client 8
2022-09-10,9,2022,,Accounts Payable,760000.00,,760000.00,,,,Component 1, Supplier A 
2022-09-10,9,2022,,Cash and cash equivalents,,760000.00,-760000.00,,,,Component 1, Supplier A 
2022-09-13,9,2022,,Accounts Payable,2100000.00,,2100000.00,,,,Component 3, Supplier A 
2022-09-13,9,2022,,Cash and cash equivalents,,2100000.00,-2100000.00,,,,Component 3, Supplier A 
2022-09-13,9,2022,,Cost of goods sold,715560.80,,715560.80,,,,Supplier A,Component 1
2022-09-13,9,2022,,Cost of goods sold,843424.50,,843424.50,,,,Supplier A,Component 2
2022-09-13,9,2022,,Cost of goods sold,2132295.12,,2132295.12,,,,Supplier A,Component 3
2022-09-13,9,2022,,Cost of goods sold,1633814.00,,1633814.00,,,,Supplier B,Component 4
2022-09-13,9,2022,,Cost of goods sold,845158.00,,845158.00,,,,Supplier D,Component 5
2022-09-13,9,2022,,Cost of goods sold,1805512.00,,1805512.00,,,,Supplier D,Component 6
2022-09-13,9,2022,,Cost of goods sold,,715560.80,-715560.80,,,,,Component 1
2022-09-13,9,2022,,Cost of goods sold,,843424.50,-843424.50,,,,,Component 2
2022-09-13,9,2022,,Cost of goods sold,,2132295.12,-2132295.12,,,,,Component 3
2022-09-13,9,2022,,Cost of goods sold,,1633814.00,-1633814.00,,,,,Component 4
2022-09-13,9,2022,,Cost of goods sold,,845158.00,-845158.00,,,,,Component 5
2022-09-13,9,2022,,Cost of goods sold,,1805512.00,-1805512.00,,,,,Component 6
2022-09-13,9,2022,,Raw material inventory,,715560.80,-715560.80,,,,Component 1, Supplier A 
2022-09-13,9,2022,,Raw material inventory,,843424.50,-843424.50,,,,Component 2, Supplier A 
2022-09-13,9,2022,,Raw material inventory,,2132295.12,-2132295.12,,,,Component 3, Supplier A 
2022-09-13,9,2022,,Raw material inventory,,1633814.00,-1633814.00,,,,Component 4, Supplier B 
2022-09-13,9,2022,,Raw material inventory,,845158.00,-845158.00,,,,Component 5, Supplier D 
2022-09-13,9,2022,,Raw material inventory,,1805512.00,-1805512.00,,,,Component 6, Supplier D 
2022-09-14,9,2022,,Inventory Finished goods Product A,3768187.03,,3768187.03,,,,,
2022-09-14,9,2022,,Inventory Finished goods Product B,2123448.74,,2123448.74,,,,,
2022-09-14,9,2022,,Inventory Finished goods Product C,2306040.95,,2306040.95,,,,,
2022-09-14,9,2022,,Wages payables,,221912.30,-221912.30,,,,,
2022-09-16,9,2022,,Accounts Receivable,1976853.00,,1976853.00,,,,Product A,Client 5
2022-09-16,9,2022,,Cost of goods sold,1226818.27,,1226818.27,,,,,Product A
2022-09-16,9,2022,,Inventory Finished goods Product A,,1226818.27,-1226818.27,,,,,Product A
2022-09-16,9,2022,,Sales Revenue,,1976853.00,-1976853.00,,,,Product A,Client 5
2022-09-17,9,2022,,Accounts Receivable,,1177393.00,-1177393.00,,,,Product B,Client 8
2022-09-17,9,2022,,Cash and cash equivalents,1177393.00,,1177393.00,,,,Product B,Client 8
2022-09-18,9,2022,,Cash and cash equivalents,1750932.00,,1750932.00,,,,Product C,Client 3
2022-09-20,9,2022,,Accounts Receivable,,675328.00,-675328.00,,,,Product B,Client 6
2022-09-20,9,2022,,Cash and cash equivalents,675328.00,,675328.00,,,,Product B,Client 6
2022-09-21,9,2022,,Accounts Payable,1400000.00,,1400000.00,,,,Component 5, Supplier D 
2022-09-21,9,2022,,Accounts Receivable,554164.00,,554164.00,,,,Product A,Client 10
2022-09-21,9,2022,,Cash and cash equivalents,,1400000.00,-1400000.00,,,,Component 5, Supplier D 
2022-09-21,9,2022,,Cost of goods sold,400319.55,,400319.55,,,,,Product A
2022-09-21,9,2022,,Inventory Finished goods Product A,,400319.55,-400319.55,,,,,Product A
2022-09-21,9,2022,,Sales Revenue,,554164.00,-554164.00,,,,Product A,Client 10
2022-09-22,9,2022,,Accounts Receivable,1400236.00,,1400236.00,,,,Product B,Client 4
2022-09-22,9,2022,,Cost of goods sold,962348.40,,962348.40,,,,,Product B
2022-09-22,9,2022,,Inventory Finished goods Product B,,962348.40,-962348.40,,,,,Product B
2022-09-22,9,2022,,Sales Revenue,,1400236.00,-1400236.00,,,,Product B,Client 4
2022-07-10,7,2022,,Accounts Receivable,,1466607.00,-1466607.00,,,,Product C,Client 3
2022-09-23,9,2022,,Cost of goods sold,362284.51,,362284.51,,,,,Product C
2022-09-23,9,2022,,Inventory Finished goods Product C,,362284.51,-362284.51,,,,,Product C
2022-09-23,9,2022,,Sales Revenue,,383184.00,-383184.00,,,,Product C,Client 3
2022-09-24,9,2022,,Accounts Receivable,,1159740.00,-1159740.00,,,,Product A,Client 7
2022-09-24,9,2022,,Accounts Receivable,,1299942.00,-1299942.00,,,,Product A,Client 9
2022-09-24,9,2022,,Cash and cash equivalents,1159740.00,,1159740.00,,,,Product A,Client 7
2022-09-24,9,2022,,Cash and cash equivalents,1299942.00,,1299942.00,,,,Product A,Client 9
2022-09-26,9,2022,,Accounts Receivable,1397760.00,,1397760.00,,,,Product A,Client 2
2022-09-26,9,2022,,Cost of goods sold,962314.08,,962314.08,,,,,Product A
2022-09-26,9,2022,,Inventory Finished goods Product A,,962314.08,-962314.08,,,,,Product A
2022-09-26,9,2022,,Sales Revenue,,1397760.00,-1397760.00,,,,Product A,Client 2
2022-09-27,9,2022,,Accounts Payable,810000.00,,810000.00,,,,Component 2, Supplier A 
2022-09-27,9,2022,,Accounts Receivable,489124.00,,489124.00,,,,Product A,Client 7
2022-09-27,9,2022,,Accounts Receivable,1051848.00,,1051848.00,,,,Product B,Client 8
2022-09-27,9,2022,,Accounts Receivable,,754700.00,-754700.00,,,,Product A,Client 5
2022-09-27,9,2022,,Cash and cash equivalents,,810000.00,-810000.00,,,,Component 2, Supplier A 
2022-09-27,9,2022,,Cash and cash equivalents,754700.00,,754700.00,,,,Product A,Client 5
2022-09-27,9,2022,,Cost of goods sold,247688.79,,247688.79,,,,,Product A
2022-09-27,9,2022,,Cost of goods sold,748727.95,,748727.95,,,,,Product B
2022-09-27,9,2022,,Inventory Finished goods Product A,,247688.79,-247688.79,,,,,Product A
2022-09-27,9,2022,,Inventory Finished goods Product B,,748727.95,-748727.95,,,,,Product B
2022-09-27,9,2022,,Sales Revenue,,489124.00,-489124.00,,,,Product A,Client 7
2022-09-27,9,2022,,Sales Revenue,,1051848.00,-1051848.00,,,,Product B,Client 8
2022-09-28,9,2022,,Accounts Receivable,682770.00,,682770.00,,,,Product B,Client 6
2022-09-28,9,2022,,Cost of goods sold,412372.39,,412372.39,,,,,Product B
2022-09-28,9,2022,,Inventory Finished goods Product B,,412372.39,-412372.39,,,,,Product B
2022-09-28,9,2022,,Sales Revenue,,682770.00,-682770.00,,,,Product B,Client 6
2022-09-29,9,2022,,Accounts Receivable,2098719.00,,2098719.00,,,,Product C,Client 1
2022-07-22,7,2022,,Accounts Receivable,1750932.00,,1750932.00,,,,Product C,Client 3
2022-09-29,9,2022,,Cash and cash equivalents,444024.00,,444024.00,,,,Product C,Client 3
2022-09-29,9,2022,,Cost of goods sold,1943756.44,,1943756.44,,,,,Product C
2022-09-29,9,2022,,Inventory Finished goods Product C,,1943756.44,-1943756.44,,,,,Product C
2022-09-29,9,2022,,Sales Revenue,,2098719.00,-2098719.00,,,,Product C,Client 1
2022-09-30,9,2022,,Accounts Receivable,1452928.00,,1452928.00,,,,Product A,Client 9
2022-09-30,9,2022,,Administration,789374.00,,789374.00,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,,221912.30,-221912.30,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,,926975.00,-926975.00,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,,776615.00,-776615.00,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,,789374.00,-789374.00,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,1232767.00,,1232767.00,,,,,
2022-09-30,9,2022,,Cash and cash equivalents,,1223081.00,-1223081.00,,,,,
2022-09-30,9,2022,,Cost of goods sold,931046.34,,931046.34,,,,,Product A
2022-09-30,9,2022,,Facility,776615.00,,776615.00,,,,,
2022-09-30,9,2022,,Financial Cost,1223081.00,,1223081.00,,,,,
2022-09-30,9,2022,,Financial income,,1232767.00,-1232767.00,,,,,
2022-09-30,9,2022,,Inventory Finished goods Product A,,931046.34,-931046.34,,,,,Product A
2022-09-30,9,2022,,Personnel,926975.00,,926975.00,,,,,
2022-09-30,9,2022,,Sales Revenue,,1452928.00,-1452928.00,,,,Product A,Client 9
2022-09-30,9,2022,,Wages payables,221912.30,,221912.30,,,,,
2022-10-01,10,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-10-01,10,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-10-01,10,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-10-01,10,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-10-01,10,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-10-03,10,2022,,Accounts Payable,,720000.00,-720000.00,,,,Component 1, Supplier A 
2022-10-03,10,2022,,Accounts Payable,,855000.00,-855000.00,,,,Component 2, Supplier A 
2022-10-03,10,2022,,Accounts Payable,,2000000.00,-2000000.00,,,,Component 3, Supplier A 
2022-10-03,10,2022,,Accounts Payable,,2310000.00,-2310000.00,,,,Component 4, Supplier B 
2022-10-03,10,2022,,Accounts Payable,,800000.00,-800000.00,,,,Component 5, Supplier D 
2022-10-03,10,2022,,Accounts Payable,,1983695.00,-1983695.00,,,,Component 6, Supplier D 
2022-10-03,10,2022,,Accounts Receivable,,915151.00,-915151.00,,,,Product B,Client 4
2022-10-03,10,2022,,Cash and cash equivalents,915151.00,,915151.00,,,,Product B,Client 4
2022-10-03,10,2022,,Raw material inventory,720000.00,,720000.00,,,,Component 1, Supplier A 
2022-10-03,10,2022,,Raw material inventory,855000.00,,855000.00,,,,Component 2, Supplier A 
2022-10-03,10,2022,,Raw material inventory,2000000.00,,2000000.00,,,,Component 3, Supplier A 
2022-10-03,10,2022,,Raw material inventory,2310000.00,,2310000.00,,,,Component 4, Supplier B 
2022-10-03,10,2022,,Raw material inventory,800000.00,,800000.00,,,,Component 5, Supplier D 
2022-10-03,10,2022,,Raw material inventory,1983695.00,,1983695.00,,,,Component 6, Supplier D 
2022-10-04,10,2022,,Accounts Receivable,,1990443.00,-1990443.00,,,,Product B,Client 4
2022-10-04,10,2022,,Accounts Receivable,,708324.00,-708324.00,,,,Product B,Client 6
2022-10-04,10,2022,,Cash and cash equivalents,1990443.00,,1990443.00,,,,Product B,Client 4
2022-10-04,10,2022,,Cash and cash equivalents,708324.00,,708324.00,,,,Product B,Client 6
2022-10-08,10,2022,,Accounts Payable,2380000.00,,2380000.00,,,,Component 6, Supplier D 
2022-10-08,10,2022,,Cash and cash equivalents,,2380000.00,-2380000.00,,,,Component 6, Supplier D 
2022-10-10,10,2022,,Accounts Receivable,,1162070.00,-1162070.00,,,,Product A,Client 7
2022-10-10,10,2022,,Cash and cash equivalents,1162070.00,,1162070.00,,,,Product A,Client 7
2022-10-10,10,2022,,Cost of goods sold,851001.60,,851001.60,,,,Supplier A,Component 1
2022-10-10,10,2022,,Cost of goods sold,851028.88,,851028.88,,,,Supplier A,Component 2
2022-10-10,10,2022,,Cost of goods sold,1972135.28,,1972135.28,,,,Supplier A,Component 3
2022-10-10,10,2022,,Cost of goods sold,1886144.00,,1886144.00,,,,Supplier B,Component 4
2022-10-10,10,2022,,Cost of goods sold,790023.30,,790023.30,,,,Supplier D,Component 5
2022-10-10,10,2022,,Cost of goods sold,1785537.00,,1785537.00,,,,Supplier D,Component 6
2022-10-10,10,2022,,Cost of goods sold,,851001.60,-851001.60,,,,,Component 1
2022-10-10,10,2022,,Cost of goods sold,,851028.88,-851028.88,,,,,Component 2
2022-10-10,10,2022,,Cost of goods sold,,1972135.28,-1972135.28,,,,,Component 3
2022-10-10,10,2022,,Cost of goods sold,,1886144.00,-1886144.00,,,,,Component 4
2022-10-10,10,2022,,Cost of goods sold,,790023.30,-790023.30,,,,,Component 5
2022-10-10,10,2022,,Cost of goods sold,,1785537.00,-1785537.00,,,,,Component 6
2022-10-10,10,2022,,Raw material inventory,,851001.60,-851001.60,,,,Component 1, Supplier A 
2022-10-10,10,2022,,Raw material inventory,,851028.88,-851028.88,,,,Component 2, Supplier A 
2022-10-10,10,2022,,Raw material inventory,,1972135.28,-1972135.28,,,,Component 3, Supplier A 
2022-10-10,10,2022,,Raw material inventory,,1886144.00,-1886144.00,,,,Component 4, Supplier B 
2022-10-10,10,2022,,Raw material inventory,,790023.30,-790023.30,,,,Component 5, Supplier D 
2022-10-10,10,2022,,Raw material inventory,,1785537.00,-1785537.00,,,,Component 6, Supplier D 
2022-10-11,10,2022,,Inventory Finished goods Product A,4188887.93,,4188887.93,,,,,
2022-10-11,10,2022,,Inventory Finished goods Product B,1981224.61,,1981224.61,,,,,
2022-10-11,10,2022,,Inventory Finished goods Product C,2187138.79,,2187138.79,,,,,
2022-10-11,10,2022,,Wages payables,,221381.27,-221381.27,,,,,
2022-10-13,10,2022,,Accounts Receivable,2665260.00,,2665260.00,,,,Product C,Client 1
2022-10-13,10,2022,,Cost of goods sold,2066553.76,,2066553.76,,,,,Product C
2022-10-13,10,2022,,Inventory Finished goods Product C,,2066553.76,-2066553.76,,,,,Product C
2022-10-13,10,2022,,Sales Revenue,,2665260.00,-2665260.00,,,,Product C,Client 1
2022-10-15,10,2022,,Accounts Receivable,,3161070.00,-3161070.00,,,,Product C,Client 1
2022-10-15,10,2022,,Cash and cash equivalents,3161070.00,,3161070.00,,,,Product C,Client 1
2022-10-16,10,2022,,Accounts Receivable,487665.00,,487665.00,,,,Product B,Client 6
2022-10-16,10,2022,,Cost of goods sold,447806.51,,447806.51,,,,,Product B
2022-10-16,10,2022,,Inventory Finished goods Product B,,447806.51,-447806.51,,,,,Product B
2022-10-16,10,2022,,Sales Revenue,,487665.00,-487665.00,,,,Product B,Client 6
2022-10-17,10,2022,,Accounts Receivable,947030.00,,947030.00,,,,Product B,Client 4
2022-10-17,10,2022,,Cost of goods sold,559045.34,,559045.34,,,,,Product B
2022-10-17,10,2022,,Inventory Finished goods Product B,,559045.34,-559045.34,,,,,Product B
2022-10-17,10,2022,,Sales Revenue,,947030.00,-947030.00,,,,Product B,Client 4
2022-10-18,10,2022,,Accounts Receivable,425961.00,,425961.00,,,,Product A,Client 2
2022-10-18,10,2022,,Accounts Receivable,,1019031.00,-1019031.00,,,,Product A,Client 2
2022-10-18,10,2022,,Cash and cash equivalents,1019031.00,,1019031.00,,,,Product A,Client 2
2022-10-18,10,2022,,Cost of goods sold,341749.31,,341749.31,,,,,Product A
2022-10-18,10,2022,,Inventory Finished goods Product A,,341749.31,-341749.31,,,,,Product A
2022-10-18,10,2022,,Sales Revenue,,425961.00,-425961.00,,,,Product A,Client 2
2022-10-19,10,2022,,Accounts Receivable,,1764378.00,-1764378.00,,,,Product A,Client 7
2022-10-19,10,2022,,Accounts Receivable,,1462450.00,-1462450.00,,,,Product B,Client 4
2022-10-19,10,2022,,Cash and cash equivalents,1764378.00,,1764378.00,,,,Product A,Client 7
2022-10-19,10,2022,,Cash and cash equivalents,1462450.00,,1462450.00,,,,Product B,Client 4
2022-10-20,10,2022,,Accounts Receivable,1125402.00,,1125402.00,,,,Product A,Client 9
2022-10-20,10,2022,,Accounts Receivable,,907731.00,-907731.00,,,,Product A,Client 9
2022-10-20,10,2022,,Cash and cash equivalents,907731.00,,907731.00,,,,Product A,Client 9
2022-10-20,10,2022,,Cost of goods sold,897470.39,,897470.39,,,,,Product A
2022-10-20,10,2022,,Inventory Finished goods Product A,,897470.39,-897470.39,,,,,Product A
2022-10-20,10,2022,,Sales Revenue,,1125402.00,-1125402.00,,,,Product A,Client 9
2022-10-21,10,2022,,Accounts Payable,2200000.00,,2200000.00,,,,Component 3, Supplier A 
2022-10-21,10,2022,,Accounts Receivable,1398420.00,,1398420.00,,,,Product A,Client 5
2022-10-21,10,2022,,Cash and cash equivalents,,2200000.00,-2200000.00,,,,Component 3, Supplier A 
2022-10-21,10,2022,,Cost of goods sold,874464.93,,874464.93,,,,,Product A
2022-10-21,10,2022,,Inventory Finished goods Product A,,874464.93,-874464.93,,,,,Product A
2022-10-21,10,2022,,Sales Revenue,,1398420.00,-1398420.00,,,,Product A,Client 5
2022-10-22,10,2022,,Accounts Receivable,,670390.00,-670390.00,,,,Product B,Client 6
2022-10-22,10,2022,,Cash and cash equivalents,670390.00,,670390.00,,,,Product B,Client 6
2022-10-23,10,2022,,Accounts Receivable,1149234.00,,1149234.00,,,,Product A,Client 7
2022-10-23,10,2022,,Cost of goods sold,851886.81,,851886.81,,,,,Product A
2022-10-23,10,2022,,Inventory Finished goods Product A,,851886.81,-851886.81,,,,,Product A
2022-10-23,10,2022,,Sales Revenue,,1149234.00,-1149234.00,,,,Product A,Client 7
2022-10-24,10,2022,,Accounts Receivable,1391220.00,,1391220.00,,,,Product B,Client 8
2022-10-24,10,2022,,Cost of goods sold,974372.76,,974372.76,,,,,Product B
2022-10-24,10,2022,,Inventory Finished goods Product B,,974372.76,-974372.76,,,,,Product B
2022-10-24,10,2022,,Sales Revenue,,1391220.00,-1391220.00,,,,Product B,Client 8
2022-10-25,10,2022,,Accounts Receivable,1589335.00,,1589335.00,,,,Product A,Client 10
2022-10-25,10,2022,,Cost of goods sold,1223316.48,,1223316.48,,,,,Product A
2022-10-25,10,2022,,Inventory Finished goods Product A,,1223316.48,-1223316.48,,,,,Product A
2022-10-25,10,2022,,Sales Revenue,,1589335.00,-1589335.00,,,,Product A,Client 10
2022-10-26,10,2022,,Accounts Payable,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-10-26,10,2022,,Accounts Receivable,,1618086.00,-1618086.00,,,,Product B,Client 8
2022-10-26,10,2022,,Cash and cash equivalents,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-10-26,10,2022,,Cash and cash equivalents,1618086.00,,1618086.00,,,,Product B,Client 8
2022-07-29,7,2022,,Accounts Receivable,,1584380.00,-1584380.00,,,,Product C,Client 3
2022-10-27,10,2022,,Accounts Receivable,,605178.00,-605178.00,,,,Product A,Client 10
2022-10-27,10,2022,,Cash and cash equivalents,605178.00,,605178.00,,,,Product A,Client 10
2022-10-27,10,2022,,Cost of goods sold,120585.02,,120585.02,,,,,Product C
2022-10-27,10,2022,,Inventory Finished goods Product C,,120585.02,-120585.02,,,,,Product C
2022-10-27,10,2022,,Sales Revenue,,173664.00,-173664.00,,,,Product C,Client 3
2022-10-28,10,2022,,Accounts Receivable,,577216.00,-577216.00,,,,Product A,Client 10
2022-10-28,10,2022,,Cash and cash equivalents,577216.00,,577216.00,,,,Product A,Client 10
2022-10-30,10,2022,,Accounts Payable,2000000.00,,2000000.00,,,,Component 3, Supplier A 
2022-10-30,10,2022,,Accounts Receivable,,756884.00,-756884.00,,,,Product A,Client 5
2022-10-30,10,2022,,Cash and cash equivalents,,2000000.00,-2000000.00,,,,Component 3, Supplier A 
2022-10-30,10,2022,,Cash and cash equivalents,756884.00,,756884.00,,,,Product A,Client 5
2022-10-31,10,2022,,Administration,796762.00,,796762.00,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,,221381.27,-221381.27,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,,1071231.00,-1071231.00,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,,789096.00,-789096.00,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,,796762.00,-796762.00,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,1205676.00,,1205676.00,,,,,
2022-10-31,10,2022,,Cash and cash equivalents,,1216045.00,-1216045.00,,,,,
2022-10-31,10,2022,,Facility,789096.00,,789096.00,,,,,
2022-10-31,10,2022,,Financial Cost,1216045.00,,1216045.00,,,,,
2022-10-31,10,2022,,Financial income,,1205676.00,-1205676.00,,,,,
2022-10-31,10,2022,,Personnel,1071231.00,,1071231.00,,,,,
2022-10-31,10,2022,,Wages payables,221381.27,,221381.27,,,,,
2022-11-01,11,2022,,Accounts Payable,,880000.00,-880000.00,,,,Component 1, Supplier A 
2022-11-01,11,2022,,Accounts Payable,,765000.00,-765000.00,,,,Component 2, Supplier A 
2022-11-01,11,2022,,Accounts Payable,,1800000.00,-1800000.00,,,,Component 3, Supplier A 
2022-11-01,11,2022,,Accounts Payable,,2090000.00,-2090000.00,,,,Component 4, Supplier B 
2022-11-01,11,2022,,Accounts Payable,,800000.00,-800000.00,,,,Component 5, Supplier D 
2022-11-01,11,2022,,Accounts Payable,,1774885.00,-1774885.00,,,,Component 6, Supplier D 
2022-11-01,11,2022,,Cash and Cash Equivalents,6455000.00,,6455000.00,,,,,
2022-11-01,11,2022,,Intangible Assets,9045000.00,,9045000.00,,,,,
2022-11-01,11,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-11-01,11,2022,,Raw material inventory,880000.00,,880000.00,,,,Component 1, Supplier A 
2022-11-01,11,2022,,Raw material inventory,765000.00,,765000.00,,,,Component 2, Supplier A 
2022-11-01,11,2022,,Raw material inventory,1800000.00,,1800000.00,,,,Component 3, Supplier A 
2022-11-01,11,2022,,Raw material inventory,2090000.00,,2090000.00,,,,Component 4, Supplier B 
2022-11-01,11,2022,,Raw material inventory,800000.00,,800000.00,,,,Component 5, Supplier D 
2022-11-01,11,2022,,Raw material inventory,1774885.00,,1774885.00,,,,Component 6, Supplier D 
2022-11-01,11,2022,,Share Capital,,50000000.00,-50000000.00,,,,,
2022-11-01,11,2022,,Short-term Debt,,10500000.00,-10500000.00,,,,,
2022-11-06,11,2022,,Accounts Payable,2090000.00,,2090000.00,,,,Component 4, Supplier B 
2022-11-06,11,2022,,Cash and cash equivalents,,2090000.00,-2090000.00,,,,Component 4, Supplier B 
2022-11-07,11,2022,,Accounts Payable,1774885.00,,1774885.00,,,,Component 6, Supplier D 
2022-11-07,11,2022,,Accounts Receivable,,1654350.00,-1654350.00,,,,Product C,Client 1
2022-11-07,11,2022,,Cash and cash equivalents,,1774885.00,-1774885.00,,,,Component 6, Supplier D 
2022-11-07,11,2022,,Cash and cash equivalents,1654350.00,,1654350.00,,,,Product C,Client 1
2022-11-08,11,2022,,Cost of goods sold,636362.40,,636362.40,,,,Supplier A,Component 1
2022-11-08,11,2022,,Cost of goods sold,790902.64,,790902.64,,,,Supplier A,Component 2
2022-11-08,11,2022,,Cost of goods sold,1931439.82,,1931439.82,,,,Supplier A,Component 3
2022-11-08,11,2022,,Cost of goods sold,2181323.00,,2181323.00,,,,Supplier B,Component 4
2022-11-08,11,2022,,Cost of goods sold,920426.00,,920426.00,,,,Supplier D,Component 5
2022-11-08,11,2022,,Cost of goods sold,1835445.00,,1835445.00,,,,Supplier D,Component 6
